124,-16
124,-14
124,-12
124,-10
124,-8
124,-6
124,-4
124,-2
124,0
124,2
124,4
124,6
124,8
124,10
124,12
124,14
124,16
124,18
124,20
124,22
124,24
124,26
124,28
124,30
124,32
124,34
124,36
124,38
124,40
126,-14
126,-12
126,-10
126,-8
126,-6
126,-4
126,-2
126,0
126,2
126,4
126,6
126,10
126,12
126,14
126,16
126,18
126,20
126,22
126,24
126,26
126,28
126,30
126,32
126,34
126,36
126,38
126,40
128,-12
128,-10
128,-8
128,-6
128,-4
128,-2
128,0
128,2
128,4
128,6
128,8
128,10
128,12
128,14
128,16
128,18
128,20
128,22
128,24
128,26
128,28
128,30
128,32
128,34
130,-14
130,-12
130,-10
130,-8
130,-6
130,-4
130,-2
130,0
130,2
130,4
130,6
130,8
130,10
130,12
130,14
130,16
130,18
130,20
130,22
130,24
130,26
130,28
130,30
130,32
130,34
130,36
130,38
130,40
130,42
132,-12
132,-10
132,-8
132,-6
132,-4
132,-2
132,0
132,2
132,4
132,6
132,8
132,10
132,12
132,14
132,16
132,18
132,20
132,22
132,24
132,26
132,28
132,30
132,32
132,34
132,36
132,38
132,40
132,42
134,-10
134,-8
134,-6
134,-4
134,-2
134,0
134,2
134,4
134,6
134,8
134,10
134,12
134,14
134,16
134,18
134,20
134,22
134,24
134,26
134,28
134,30
134,32
134,34
134,36
134,38
134,40
134,42
136,-10
136,-8
136,-6
136,-4
136,-2
136,0
136,2
136,4
136,6
136,8
136,10
136,12
136,14
136,16
136,18
136,20
136,22
136,24
136,26
136,28
136,30
136,32
136,34
136,36
136,38
136,40
136,42
136,44
138,-14
138,-12
138,-10
138,-8
138,-6
138,0
138,2
138,4
138,6
138,8
138,10
138,12
138,14
138,16
138,18
138,20
138,22
138,24
138,26
138,28
138,30
138,32
138,34
138,38
138,40
138,42
138,44
138,46
138,54
138,56
140,-16
140,-14
140,-12
140,-10
140,-8
140,-2
140,0
140,2
140,4
140,6
140,8
140,10
140,12
140,14
140,16
140,18
140,20
140,22
140,24
140,26
140,28
140,30
140,32
140,34
140,36
140,40
140,42
140,44
140,46
140,48
140,54
140,56
140,58
142,-16
142,-14
142,-12
142,-10
142,-2
142,0
142,2
142,4
142,6
142,8
142,10
142,12
142,14
142,16
142,18
142,20
142,22
142,24
142,26
142,28
142,30
142,32
142,34
142,36
142,38
142,42
142,44
142,46
142,48
142,50
142,52
142,54
142,56
142,58
144,-12
144,-10
144,-8
144,-2
144,0
144,2
144,4
144,6
144,8
144,10
144,12
144,14
144,16
144,18
144,20
144,22
